CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,LLM_Category
1087-UDSIH,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,81,5000,CONNECTIVITY
5485-WUYWF,1,United States,California,Crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,87,4522,EXPENSETYPE
2632-UCGVD,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,72,4512,EXPENSETYPE
5445-PZWGX,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,PRICESENTIMENT
9170-CCKOU,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,91,2026,SENTIMENT
1043-YCUTE,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1,79,6484,SENTIMENT
3814-MLAXC,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,1,67,2554,SERVICEAVAILABILITY
1226-UDFZR,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,1,78,3599,TECHNOLOGY
6425-YQLLO,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,1,86,6117,UNCERTAINTY
5442-UTCVD,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,1,91,2704,PROFESSIONALISM
7734-DBOAI,1,United States,California,Pope Valley,94567,"38.672708, -122.403219",38.672708,-122.403219,Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,1,93,5434,ROLE
2091-RFFBA,1,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,75,2560,ROLE
2114-MGINA,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1,81,4107,EMPATHY
4489-SNOJF,1,United States,California,Deer Park,94576,"38.554383, -122.474773",38.554383,-122.474773,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,83,5898,UNCERTAINTY
6899-PPEEA,1,United States,California,Vallejo,94590,"38.104705, -122.247387",38.104705,-122.247387,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,81,4448,PROFESSIONALISM
2187-LZGPL,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,68,4414,PROFESSIONALISM
4597-NUCQV,1,United States,California,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,87,4287,ROLE
9019-QVLZD,1,United States,California,Oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,81,5082,COMPETITION
3707-LRWZD,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,68,3553,ACTION
1455-ESIQH,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,ACTION
2979-SXESE,1,United States,California,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,66,4103,VERBACTION
4013-TLDHQ,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,72,3666,PRODUCTQUALITY
3754-DXMRT,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,86,5655,COMPETITION
7130-VTEWQ,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,OFFERTYPE
6121-VZNQB,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,84,5890,COMPETITION
7903-CMPEY,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,PRODUCTQUALITY
6996-KNSML,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,73,5919,PRODUCTQUALITY
1704-NRWYE,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,71,5242,PERFORMANCE
2592-SEIFQ,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,69,3503,COMPETITION
7481-ATQQS,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,70,5651,SERVICE_LEVEL
8642-GVWRF,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165,Yes,1,65,3039,DATACOMPARISON
3400-ESFUW,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,69,5463,OFFERING
2057-ZBLPD,1,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,72,2036,OFFERING
5502-RLUYV,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,86,4283,COMPETITION
0023-HGHWL,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,85,5437,COMPETITION
9039-RBEEE,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,80,3080,PRICELEVEL
8417-FMLZI,1,United States,California,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,91,4242,SENTIMENT
1792-UXAFY,1,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,89,5082,SENTIMENT
0515-YPMCW,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,90,3525,SERVICEAVAILABILITY
0378-XSZPU,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,88,4026,QUALITY
4729-XKASR,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,96,3001,SCOPE
5449-FIBXJ,1,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,67,2349,CONNECTIVITY
9837-BMCLM,1,United States,California,Stockton,95202,"37.959706, -121.287669",37.959706,-121.287669,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,71,3567,EXPENSECATEGORY
0137-UDEUO,1,United States,California,Stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,95,3398,EXPENSETYPE
6161-UUUTA,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,97,4367,PRICESENTIMENT
6543-XRMYR,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,69,3548,SENTIMENT
4925-LMHOK,1,United States,California,Stockton,95212,"38.049457, -121.21653",38.049457,-121.21653,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,97,2003,SENTIMENT
1455-UGQVH,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,91,4501,ACCESSIBILITY
8280-MQRQN,1,United States,California,Arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,1,69,2806,QUALITY
2037-SGXHH,1,United States,California,Campo Seco,95226,"38.233879, -120.861666",38.233879,-120.861666,Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,1,71,3498,UNCERTAINTY
3178-FESZO,1,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,100,5797,UNCERTAINTY
6087-MVHJH,1,United States,California,French Camp,95231,"37.873283, -121.292034",37.873283,-121.292034,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1,88,5186,UNCERTAINTY
4603-JANFB,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,97,4548,SKILLLEVEL
3018-TFTSU,1,United States,California,Hathaway Pines,95233,"38.184914, -120.364085",38.184914,-120.364085,Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,1,76,2850,SKILLLEVEL
4806-KEXQR,1,United States,California,Lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,1,77,4669,PRODUCTQUALITY
7083-YNSKY,1,United States,California,Lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1,86,2853,COMPETITION
2479-BRAMR,1,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,1,71,4995,OFFERING
7434-SHXLS,1,United States,California,Wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,1,82,5421,COMPETITION
7908-QCBCA,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,65,2404,PRODUCTQUALITY
6711-FLDFB,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,1,68,5159,PRODUCTQUALITY
3714-JTVOV,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,1,94,2322,COMPETITION
4702-IOQDC,1,United States,California,Gustine,95322,"37.147198, -121.120161",37.147198,-121.120161,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,100,2007,COMPETITIONLEVEL
6178-KFNHS,1,United States,California,Hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,1,98,3545,COMPETITION
1264-BYWMS,1,United States,California,La Grange,95329,"37.666587, -120.411517",37.666587,-120.411517,Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,1,82,4089,OFFERTYPE
9658-WYUFB,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,Female,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1,66,2825,OFFERING
2013-SGDXK,1,United States,California,Mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,78,2172,COMPETITION
8580-QVLOC,1,United States,California,Merced,95348,"37.40122, -120.514191",37.40122,-120.514191,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,1,78,5697,COMPETITIVEACTION
2012-NWRPA,1,United States,California,Modesto,95355,"37.672906, -120.946594",37.672906,-120.946594,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,71,3172,COMPETITIVEACTION
8808-ELEHO,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,1,72,3812,PRICESENTIMENT
3506-LCJDC,1,United States,California,Modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,1,76,4860,SENTIMENT
3934-HXCFZ,1,United States,California,Pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,76,5338,SENTIMENT
7666-WKRON,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,1,85,2224,ACCESSIBILITY
4910-AQFFX,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,QUALITY
2154-KVJFF,1,United States,California,Stevinson,95374,"37.316807, -120.855753",37.316807,-120.855753,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1,65,2813,SCOPE
9647-ERGBE,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,100,4664,CONNECTIVITYQUALITY
3428-XZMAZ,1,United States,California,Turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,91,5796,EXPENSETYPE
0378-TOVMS,1,United States,California,Vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,89,5641,EXPENSECATEGORY
4355-HBJHH,1,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,77,6289,PRICELEVEL
9058-CBREO,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,95,3357,SENTIMENT
0318-QUUOB,1,United States,California,Santa Rosa,95403,"38.488431, -122.752839",38.488431,-122.752839,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,91,4273,SENTIMENT
5520-FVEWJ,1,United States,California,Santa Rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,84,4154,ACCESSIBILITY
5572-ZDXHY,1,United States,California,Santa Rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,85,5313,QUALITY
3750-CKVKH,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,UNCERTAINTY
8063-GBATB,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,80,5172,PRODUCTQUALITY
4547-KQRTM,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,COMPETITION
4877-EVATK,1,United States,California,Elk,95432,"39.108252, -123.645121",39.108252,-123.645121,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20,Yes,1,83,3657,DATACOMPARISON
7639-SUPCW,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,100,2270,COMPETITION
1069-XAIEM,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,96,2975,PRODUCTQUALITY
4658-HCOHW,1,United States,California,Redwood Valley,95470,"39.298065, -123.25211",39.298065,-123.25211,Female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1,100,3123,PRODUCTQUALITY
3440-JPSCL,1,United States,California,Sonoma,95476,"38.25485, -122.461799",38.25485,-122.461799,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,87,3722,COMPETITION
2889-FPWRM,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,100,4432,SERVICEQUALITY
6987-XQSJT,1,United States,California,Blue Lake,95525,"40.94338, -123.831799",40.94338,-123.831799,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,78,5684,COMPETITION
4290-BSXUX,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,OFFERING
0325-XBFAC,1,United States,California,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,1,94,5811,PRICINGSTRATEGY
2462-XIIJB,1,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,1,73,2810,DATACOMPARISON
4760-XOHVN,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.805913,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Yes,1,84,2865,COMPETITION
7817-BOQPW,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,COMPETITION
1853-UDXBW,1,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70,Yes,1,85,2485,PRICESENTIMENT
5458-CQJTA,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,Male,No,Yes,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,SENTIMENT
5219-YIPTK,1,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,1,71,3185,SENTIMENT
3540-RZJYU,1,United States,California,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,1,90,5829,ACCESSIBILITY
